,activityName,exitId,avaliable
373,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoPhotoSelectActivity,0,0
374,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoActionSheetActivity,0,0
375,com.taobao.trip.doraemon.testcase.biz.spm.SpmSettingActivity,0,0
376,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoBaseLoadingViewActivity,0,0
377,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoGifViewActivity,0,0
378,com.taobao.trip.doraemon.pocket.systemui.fragment.IssueListActivity,0,0
379,com.taobao.trip.doraemon.pocket.systemui.fragment.IssueDetailActivity,0,0
380,com.taobao.trip.doraemon.testcase.biz.destination.DestinationTestActivity,0,0
381,com.taobao.trip.doraemon.testcase.biz.journey.JourneyTestActivity,0,0
382,com.taobao.trip.doraemon.testcase.biz.guesslike.GuessLikeDemoActivity,0,0
383,com.taobao.trip.doraemon.testcase.scene.theme.ThemeSwitchOffActivity,0,0
384,com.taobao.trip.doraemon.app.atom.memorycurve.file.DataFileListActivity,0,0
385,com.taobao.trip.doraemon.app.atom.memorycurve.pref.PrefDataChartActivity,0,0
386,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoFliggyButtonActivity,0,0
387,com.taobao.trip.doraemon.testcase.scene.wctrl.WctrlSettingsActivity,0,0
388,com.taobao.trip.doraemon.testcase.scene.wctrl.WctrlGroupKeyListActivity,0,0
389,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoAppPushActivity,0,0
390,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoPopViewActivity,0,0
391,com.taobao.trip.doraemon.testcase.scene.i18n.multilanguage.MultilanguageTestActivity,0,0
392,com.taobao.trip.doraemon.testcase.scene.fcache.FileCacheActivity,0,0
393,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoFliggyFavoritesActivity,0,0
394,com.taobao.trip.doraemon.testcase.scene.statistics.ProblemStatisticsActivity,0,0
395,com.taobao.trip.doraemon.testcase.scene.statistics.ProblemDetailActivity,0,0
396,com.taobao.trip.guide.GuideActivity,0,0
397,com.taobao.trip.guide.VideoGuideActivity,0,0
398,com.taobao.trip.splash.scheme.SchemeActivity,0,0
399,com.taobao.trip.windmill.ui.TripWMLActivity,0,0
400,com.taobao.trip.windmill.ui.TripWMLRouterActivity,0,0
401,com.taobao.trip.windmill.ui.TripWMLLoadUCActivity,0,0
402,com.taobao.trip.commonui.ui.TaxiDatePickerActivity,0,0
403,com.taobao.trip.commonui.ui.TaxiCitySelectActivity,0,0
404,com.taobao.trip.commonui.ui.PassengerBottomSelectActivity,0,0
405,com.taobao.trip.commonui.ui.PassengerWheelSelectActivity,0,0
406,com.taobao.trip.commonui.widget.saleoffrandom.SaleOffRandomActivity,0,0
407,com.fliggy.commonui.actionsheet.ui.FliggyActionSheet,0,0
408,com.fliggy.commonui.photobrowser.ui.FliggyScaleImageActivity,0,0
409,com.fliggy.photoselect.ui.FliggyPhotoSelectActivity,0,0
410,com.fliggy.photoselect.ui.PhotoPreviewActivity,0,0
411,com.fliggy.photoselect.ui.PhotoScanActivity,0,0
412,com.fliggy.picturecomment.ui.PictureCommentPreviewActivity,0,0
413,com.taobao.trip.h5container.ui.TransparentActWebviewActivity,0,0
414,com.taobao.trip.h5container.ui.debug.H5DebugMainActivity,0,0
415,com.taobao.trip.nlsclient.DemoAsrActivity,0,0
416,com.taobao.trip.nlsclient.DemoTTSActivity,0,0
417,com.taobao.trip.multimedia.MultimediaActivity,0,0
418,com.taobao.trip.multimedia.pano.video.MultimediaPanoVideoActivity,0,0
419,com.taobao.trip.multimedia.oss.MultimediaPlayOssActivity,0,0
420,com.taobao.trip.multimedia.record.MovieRecorderActivity,0,0
421,com.taobao.trip.multimedia.pano.video.MultimediaPanoNewVideoActivity,0,0
422,com.taobao.trip.multimedia.pano.image.page.MultimediaPanoImageActivity,0,0
423,com.taobao.trip.multimedia.avplayer.page.MultimediaAvPlayerPortraitActivity,0,0
424,com.fliggy.map.sample.FliggyMapSampleActivity,0,0
425,com.fliggy.map.common.CommonBasicMapActivity,btn_common_map_back,0
426,com.fliggy.anroid.teleport.TeleportActivity,0,0
427,com.taobao.trip.commonbusiness.ui.MapNavigationActivity,0,0
428,com.taobao.trip.commonbusiness.seckill.DetailSecKillAnswerActivity,0,0
429,com.taobao.trip.commonbusiness.ui.MapNavigationForFragmentActivity,0,0
430,com.taobao.trip.commonbusiness.ui.paysuccess.PaySuccessActivity,0,0
431,com.taobao.trip.commonbusiness.ui.paysuccess.PaySucActivity,0,0
432,com.taobao.trip.commonbusiness.ui.CitySelectionActivity,0,0
433,com.taobao.trip.commonbusiness.ui.CalendarActivity,0,0
434,com.taobao.trip.commonbusiness.member.MemberADActivity,0,0
435,com.taobao.trip.commonbusiness.member.TripFrightPassengerConfirmSuccesActivity,0,0
436,com.taobao.trip.commonbusiness.seckill.fragment.SeckillDetailActivity,0,0
437,com.taobao.trip.commonbusiness.seckill.fragment.SeckillIndexActivity,0,0
438,com.taobao.trip.commonbusiness.ui.PassengerListSelectActivity,0,0
439,com.taobao.trip.commonbusiness.ui.BrowseHistoryActivity,0,0
440,com.taobao.trip.commonbusiness.ui.ScaleImageActivity,0,0
441,com.taobao.trip.commonbusiness.ui.ocr.OcrRouterActivity,0,0
442,com.taobao.trip.commonbusiness.ui.ocr.OcrCameraActivity,0,0
443,com.taobao.trip.commonbusiness.commonmap.ui.CommonMapSuggestActivity,0,0
444,com.taobao.trip.commonbusiness.commonpublisher.ui.FliggyPublisherActivity,0,0
